DateTime,phuTai,giaBien
12/26/2016 23:00:00,23469,1226
12/26/2016 23:30:00,23469,1175
12/27/2016 00:00:00,23872,130
12/27/2016 00:30:00,23872,129
12/27/2016 01:00:00,23568,127
12/27/2016 01:30:00,23568,126
12/27/2016 02:00:00,23165,126
12/27/2016 02:30:00,23165,126
12/27/2016 03:00:00,23430,125
12/27/2016 03:30:00,23430,125
12/27/2016 04:00:00,23579,125
12/27/2016 04:30:00,23579,125
12/27/2016 05:00:00,23774,125
12/27/2016 05:30:00,23774,124
12/27/2016 06:00:00,24270,959
12/27/2016 06:30:00,24270,960
12/27/2016 07:00:00,25719,1093
12/27/2016 07:30:00,25719,965
12/27/2016 08:00:00,26970,999
12/27/2016 08:30:00,26970,1055
12/27/2016 09:00:00,28928,1004
12/27/2016 09:30:00,28928,1183
12/27/2016 10:00:00,29243,1206
12/27/2016 10:30:00,29243,1142
12/27/2016 11:00:00,27080,1177
12/27/2016 11:30:00,27080,1120
12/27/2016 12:00:00,27363,129
12/27/2016 12:30:00,27363,130
12/27/2016 13:00:00,28408,965
12/27/2016 13:30:00,28408,1054
12/27/2016 14:00:00,29516,1100
12/27/2016 14:30:00,29516,1142
12/27/2016 15:00:00,29791,140
12/27/2016 15:30:00,29791,142
12/27/2016 16:00:00,31482,1154
12/27/2016 16:30:00,31482,1780
12/27/2016 17:00:00,33600,1785
12/27/2016 17:30:00,33600,1789
12/27/2016 18:00:00,29917,1680
12/27/2016 18:30:00,29917,1776
12/27/2016 19:00:00,28256,1247
12/27/2016 19:30:00,28256,143
12/27/2016 20:00:00,27761,141
12/27/2016 20:30:00,27761,140
12/27/2016 21:00:00,26268,137
12/27/2016 21:30:00,26268,134
12/27/2016 22:00:00,24461,1239
12/27/2016 22:30:00,24461,1229
12/27/2016 23:00:00,23469,1226
12/27/2016 23:30:00,23469,1175
12/28/2016 00:00:00,23872,130
12/28/2016 00:30:00,23872,129
12/28/2016 01:00:00,23568,127
12/28/2016 01:30:00,23568,126
12/28/2016 02:00:00,23165,126
12/28/2016 02:30:00,23165,126
12/28/2016 03:00:00,23430,125
12/28/2016 03:30:00,23430,125
12/28/2016 04:00:00,23579,125
12/28/2016 04:30:00,23579,125
12/28/2016 05:00:00,23774,125
12/28/2016 05:30:00,23774,124
12/28/2016 06:00:00,24270,959
12/28/2016 06:30:00,24270,960
12/28/2016 07:00:00,25719,1093
12/28/2016 07:30:00,25719,965
12/28/2016 08:00:00,26970,999
12/28/2016 08:30:00,26970,1055
12/28/2016 09:00:00,28928,1004
12/28/2016 09:30:00,28928,1183
12/28/2016 10:00:00,29243,1206
12/28/2016 10:30:00,29243,1142
12/28/2016 11:00:00,27080,1177
12/28/2016 11:30:00,27080,1120
12/28/2016 12:00:00,27363,129
12/28/2016 12:30:00,27363,130
12/28/2016 13:00:00,28408,965
12/28/2016 13:30:00,28408,1054
12/28/2016 14:00:00,29516,1100
12/28/2016 14:30:00,29516,1142
12/28/2016 15:00:00,29791,140
12/28/2016 15:30:00,29791,142
12/28/2016 16:00:00,31482,1154
12/28/2016 16:30:00,31482,1780
12/28/2016 17:00:00,33600,1785
12/28/2016 17:30:00,33600,1789
12/28/2016 18:00:00,29917,1680
12/28/2016 18:30:00,29917,1776
12/28/2016 19:00:00,28256,1247
12/28/2016 19:30:00,28256,143
12/28/2016 20:00:00,27761,141
12/28/2016 20:30:00,27761,140
12/28/2016 21:00:00,26268,137
12/28/2016 21:30:00,26268,134
12/28/2016 22:00:00,24461,1239
12/28/2016 22:30:00,24461,1229
12/28/2016 23:00:00,23469,1226
12/28/2016 23:30:00,23469,1175
12/29/2016 00:00:00,23872,130
12/29/2016 00:30:00,23872,129
12/29/2016 01:00:00,23568,127
12/29/2016 01:30:00,23568,126
12/29/2016 02:00:00,23165,126
12/29/2016 02:30:00,23165,126
12/29/2016 03:00:00,23430,125
12/29/2016 03:30:00,23430,125
12/29/2016 04:00:00,23579,125
12/29/2016 04:30:00,23579,125
12/29/2016 05:00:00,23774,125
12/29/2016 05:30:00,23774,124
12/29/2016 06:00:00,24270,959
12/29/2016 06:30:00,24270,960
12/29/2016 07:00:00,25719,1093
12/29/2016 07:30:00,25719,965
12/29/2016 08:00:00,26970,999
12/29/2016 08:30:00,26970,1055
12/29/2016 09:00:00,28928,1004
12/29/2016 09:30:00,28928,1183
12/29/2016 10:00:00,29243,1206
12/29/2016 10:30:00,29243,1142
12/29/2016 11:00:00,27080,1177
12/29/2016 11:30:00,27080,1120
12/29/2016 12:00:00,27363,129
12/29/2016 12:30:00,27363,130
12/29/2016 13:00:00,28408,965
12/29/2016 13:30:00,28408,1054
12/29/2016 14:00:00,29516,1100
12/29/2016 14:30:00,29516,1142
12/29/2016 15:00:00,29791,140
12/29/2016 15:30:00,29791,142
12/29/2016 16:00:00,31482,1154
12/29/2016 16:30:00,31482,1780
12/29/2016 17:00:00,33600,1785
12/29/2016 17:30:00,33600,1789
12/29/2016 18:00:00,29917,1680
12/29/2016 18:30:00,29917,1776
12/29/2016 19:00:00,28256,1247
12/29/2016 19:30:00,28256,143
12/29/2016 20:00:00,27761,141
12/29/2016 20:30:00,27761,140
12/29/2016 21:00:00,26268,137
12/29/2016 21:30:00,26268,134
12/29/2016 22:00:00,24461,1239
12/29/2016 22:30:00,24461,1229
12/29/2016 23:00:00,23469,1226
12/29/2016 23:30:00,23469,1175
12/30/2016 00:00:00,23872,130
12/30/2016 00:30:00,23872,129
12/30/2016 01:00:00,23568,127
12/30/2016 01:30:00,23568,126
12/30/2016 02:00:00,23165,126
12/30/2016 02:30:00,23165,126
12/30/2016 03:00:00,23430,125
12/30/2016 03:30:00,23430,125
12/30/2016 04:00:00,23579,125
12/30/2016 04:30:00,23579,125
12/30/2016 05:00:00,23774,125
12/30/2016 05:30:00,23774,124
12/30/2016 06:00:00,24270,959
12/30/2016 06:30:00,24270,960
12/30/2016 07:00:00,25719,1093
12/30/2016 07:30:00,25719,965
12/30/2016 08:00:00,26970,999
12/30/2016 08:30:00,26970,1055
12/30/2016 09:00:00,28928,1004
12/30/2016 09:30:00,28928,1183
12/30/2016 10:00:00,29243,1206
12/30/2016 10:30:00,29243,1142
12/30/2016 11:00:00,27080,1177
12/30/2016 11:30:00,27080,1120
12/30/2016 12:00:00,27363,129
12/30/2016 12:30:00,27363,130
12/30/2016 13:00:00,28408,965
12/30/2016 13:30:00,28408,1054
12/30/2016 14:00:00,29516,1100
12/30/2016 14:30:00,29516,1142
12/30/2016 15:00:00,29791,140
12/30/2016 15:30:00,29791,142
12/30/2016 16:00:00,31482,1154
12/30/2016 16:30:00,31482,1780
12/30/2016 17:00:00,33600,1785
12/30/2016 17:30:00,33600,1789
12/30/2016 18:00:00,29917,1680
12/30/2016 18:30:00,29917,1776
12/30/2016 19:00:00,28256,1247
12/30/2016 19:30:00,28256,143
12/30/2016 20:00:00,27761,141
12/30/2016 20:30:00,27761,140
12/30/2016 21:00:00,26268,137
12/30/2016 21:30:00,26268,134
12/30/2016 22:00:00,24461,1239
12/30/2016 22:30:00,24461,1229
12/30/2016 23:00:00,23469,1226
12/30/2016 23:30:00,23469,1175
12/31/2016 00:00:00,23872,130
12/31/2016 00:30:00,23872,129
12/31/2016 01:00:00,23568,127
12/31/2016 01:30:00,23568,126
12/31/2016 02:00:00,23165,126
12/31/2016 02:30:00,23165,126
12/31/2016 03:00:00,23430,125
12/31/2016 03:30:00,23430,125
12/31/2016 04:00:00,23579,125
12/31/2016 04:30:00,23579,125
12/31/2016 05:00:00,23774,125
12/31/2016 05:30:00,23774,124
12/31/2016 06:00:00,24270,959
12/31/2016 06:30:00,24270,960
12/31/2016 07:00:00,25719,1093
12/31/2016 07:30:00,25719,965
12/31/2016 08:00:00,26970,999
12/31/2016 08:30:00,26970,1055
12/31/2016 09:00:00,28928,1004
12/31/2016 09:30:00,28928,1183
12/31/2016 10:00:00,29243,1206
12/31/2016 10:30:00,29243,1142
12/31/2016 11:00:00,27080,1177
12/31/2016 11:30:00,27080,1120
12/31/2016 12:00:00,27363,129
12/31/2016 12:30:00,27363,130
12/31/2016 13:00:00,28408,965
12/31/2016 13:30:00,28408,1054
12/31/2016 14:00:00,29516,1100
12/31/2016 14:30:00,29516,1142
12/31/2016 15:00:00,29791,140
12/31/2016 15:30:00,29791,142
12/31/2016 16:00:00,31482,1154
12/31/2016 16:30:00,31482,1780
12/31/2016 17:00:00,33600,1785
12/31/2016 17:30:00,33600,1789
12/31/2016 18:00:00,29917,1680
12/31/2016 18:30:00,29917,1776
12/31/2016 19:00:00,28256,1247
12/31/2016 19:30:00,28256,143
12/31/2016 20:00:00,27761,141
12/31/2016 20:30:00,27761,140
12/31/2016 21:00:00,26268,137
12/31/2016 21:30:00,26268,134
12/31/2016 22:00:00,24461,1239
12/31/2016 22:30:00,24461,1229
12/31/2016 23:00:00,23469,1226
12/31/2016 23:30:00,23469,1175
1/1/2017 0:00,23872,130
1/1/2017 0:30,23872,129
1/1/2017 1:00,23568,127
1/1/2017 1:30,23568,126
1/1/2017 2:00,23165,126
1/1/2017 2:30,23165,126
1/1/2017 3:00,23430,125
1/1/2017 3:30,23430,125
1/1/2017 4:00,23579,125
1/1/2017 4:30,23579,125
1/1/2017 5:00,23774,125
1/1/2017 5:30,23774,124
1/1/2017 6:00,24270,959
1/1/2017 6:30,24270,960
1/1/2017 7:00,25719,1093
1/1/2017 7:30,25719,965
1/1/2017 8:00,26970,999
1/1/2017 8:30,26970,1055
1/1/2017 9:00,28928,1004
1/1/2017 9:30,28928,1183
1/1/2017 10:00,29243,1206
1/1/2017 10:30,29243,1142
1/1/2017 11:00,27080,1177
1/1/2017 11:30,27080,1120
1/1/2017 12:00,27363,129
1/1/2017 12:30,27363,130
1/1/2017 13:00,28408,965
1/1/2017 13:30,28408,1054
1/1/2017 14:00,29516,1100
1/1/2017 14:30,29516,1142
1/1/2017 15:00,29791,140
1/1/2017 15:30,29791,142
1/1/2017 16:00,31482,1154
1/1/2017 16:30,31482,1780
1/1/2017 17:00,33600,1785
1/1/2017 17:30,33600,1789
1/1/2017 18:00,29917,1680
1/1/2017 18:30,29917,1776
1/1/2017 19:00,28256,1247
1/1/2017 19:30,28256,143
1/1/2017 20:00,27761,141
1/1/2017 20:30,27761,140
1/1/2017 21:00,26268,137
1/1/2017 21:30,26268,134
1/1/2017 22:00,24461,1239
1/1/2017 22:30,24461,1229
1/1/2017 23:00,23469,1226
1/1/2017 23:30,23469,1175
1/2/2017 0:00,23872,130
1/2/2017 0:30,23872,129
1/2/2017 1:00,23568,127
1/2/2017 1:30,23568,126
1/2/2017 2:00,23165,126
1/2/2017 2:30,23165,126
1/2/2017 3:00,23430,125
1/2/2017 3:30,23430,125
1/2/2017 4:00,23579,125
1/2/2017 4:30,23579,125
1/2/2017 5:00,23774,125
1/2/2017 5:30,23774,124
1/2/2017 6:00,24270,959
1/2/2017 6:30,24270,960
1/2/2017 7:00,25719,1093
1/2/2017 7:30,25719,965
1/2/2017 8:00,26970,999
1/2/2017 8:30,26970,1055
1/2/2017 9:00,28928,1004
1/2/2017 9:30,28928,1183
1/2/2017 10:00,29243,1206
1/2/2017 10:30,29243,1142
1/2/2017 11:00,27080,1177
1/2/2017 11:30,27080,1120
1/2/2017 12:00,27363,129
1/2/2017 12:30,27363,130
1/2/2017 13:00,28408,965
1/2/2017 13:30,28408,1054
1/2/2017 14:00,29516,1100
1/2/2017 14:30,29516,1142
1/2/2017 15:00,29791,140
1/2/2017 15:30,29791,142
1/2/2017 16:00,31482,1154
1/2/2017 16:30,31482,1780
1/2/2017 17:00,33600,1785
1/2/2017 17:30,33600,1789
1/2/2017 18:00,29917,1680
1/2/2017 18:30,29917,1776
1/2/2017 19:00,28256,1247
1/2/2017 19:30,28256,143
1/2/2017 20:00,27761,141
1/2/2017 20:30,27761,140
1/2/2017 21:00,26268,137
1/2/2017 21:30,26268,134
1/2/2017 22:00,24461,1239
1/2/2017 22:30,24461,1229
1/2/2017 23:00,23469,1226
1/2/2017 23:30,23469,1175
1/3/2017 0:00,23872,130
1/3/2017 0:30,23872,129
1/3/2017 1:00,23568,127
1/3/2017 1:30,23568,126
1/3/2017 2:00,23165,126
1/3/2017 2:30,23165,126
1/3/2017 3:00,23430,125
1/3/2017 3:30,23430,125
1/3/2017 4:00,23579,125
1/3/2017 4:30,23579,125
1/3/2017 5:00,23774,125
1/3/2017 5:30,23774,124
1/3/2017 6:00,24270,959
1/3/2017 6:30,24270,960
1/3/2017 7:00,25719,1093
1/3/2017 7:30,25719,965
1/3/2017 8:00,26970,999
1/3/2017 8:30,26970,1055
1/3/2017 9:00,28928,1004
1/3/2017 9:30,28928,1183
1/3/2017 10:00,29243,1206
1/3/2017 10:30,29243,1142
1/3/2017 11:00,27080,1177
1/3/2017 11:30,27080,1120
1/3/2017 12:00,27363,129
1/3/2017 12:30,27363,130
1/3/2017 13:00,28408,965
1/3/2017 13:30,28408,1054
1/3/2017 14:00,29516,1100
1/3/2017 14:30,29516,1142
1/3/2017 15:00,29791,140
1/3/2017 15:30,29791,142
1/3/2017 16:00,31482,1154
1/3/2017 16:30,31482,1780
1/3/2017 17:00,33600,1785
1/3/2017 17:30,33600,1789
1/3/2017 18:00,29917,1680
1/3/2017 18:30,29917,1776
1/3/2017 19:00,28256,1247
1/3/2017 19:30,28256,143
1/3/2017 20:00,27761,141
1/3/2017 20:30,27761,140
1/3/2017 21:00,26268,137
1/3/2017 21:30,26268,134
1/3/2017 22:00,24461,1239
1/3/2017 22:30,24461,1229
1/3/2017 23:00,23469,1226
1/3/2017 23:30,23469,1175
1/4/2017 0:00,23872,130
1/4/2017 0:30,23872,129
1/4/2017 1:00,23568,127
1/4/2017 1:30,23568,126
1/4/2017 2:00,23165,126
1/4/2017 2:30,23165,126
1/4/2017 3:00,23430,125
1/4/2017 3:30,23430,125
1/4/2017 4:00,23579,125
1/4/2017 4:30,23579,125
1/4/2017 5:00,23774,125
1/4/2017 5:30,23774,124
1/4/2017 6:00,24270,959
1/4/2017 6:30,24270,960
1/4/2017 7:00,25719,1093
1/4/2017 7:30,25719,965
1/4/2017 8:00,26970,999
1/4/2017 8:30,26970,1055
1/4/2017 9:00,28928,1004
1/4/2017 9:30,28928,1183
1/4/2017 10:00,29243,1206
1/4/2017 10:30,29243,1142
1/4/2017 11:00,27080,1177
1/4/2017 11:30,27080,1120
1/4/2017 12:00,27363,129
1/4/2017 12:30,27363,130
1/4/2017 13:00,28408,965
1/4/2017 13:30,28408,1054
1/4/2017 14:00,29516,1100
1/4/2017 14:30,29516,1142
1/4/2017 15:00,29791,140
1/4/2017 15:30,29791,142
1/4/2017 16:00,31482,1154
1/4/2017 16:30,31482,1780
1/4/2017 17:00,33600,1785
1/4/2017 17:30,33600,1789
1/4/2017 18:00,29917,1680
1/4/2017 18:30,29917,1776
1/4/2017 19:00,28256,1247
1/4/2017 19:30,28256,143
1/4/2017 20:00,27761,141
1/4/2017 20:30,27761,140
1/4/2017 21:00,26268,137
1/4/2017 21:30,26268,134
1/4/2017 22:00,24461,1239
1/4/2017 22:30,24461,1229
1/4/2017 23:00,23469,1226
1/4/2017 23:30,23469,1175
1/5/2017 0:00,23872,130
1/5/2017 0:30,23872,129
1/5/2017 1:00,23568,127
1/5/2017 1:30,23568,126
1/5/2017 2:00,23165,126
1/5/2017 2:30,23165,126
1/5/2017 3:00,23430,125
1/5/2017 3:30,23430,125
1/5/2017 4:00,23579,125
1/5/2017 4:30,23579,125
1/5/2017 5:00,23774,125
1/5/2017 5:30,23774,124
1/5/2017 6:00,24270,959
1/5/2017 6:30,24270,960
1/5/2017 7:00,25719,1093
1/5/2017 7:30,25719,965
1/5/2017 8:00,26970,999
1/5/2017 8:30,26970,1055
1/5/2017 9:00,28928,1004
1/5/2017 9:30,28928,1183
1/5/2017 10:00,29243,1206
1/5/2017 10:30,29243,1142
1/5/2017 11:00,27080,1177
1/5/2017 11:30,27080,1120
1/5/2017 12:00,27363,129
1/5/2017 12:30,27363,130
1/5/2017 13:00,28408,965
1/5/2017 13:30,28408,1054
1/5/2017 14:00,29516,1100
1/5/2017 14:30,29516,1142
1/5/2017 15:00,29791,140
1/5/2017 15:30,29791,142
1/5/2017 16:00,31482,1154
1/5/2017 16:30,31482,1780
1/5/2017 17:00,33600,1785
1/5/2017 17:30,33600,1789
1/5/2017 18:00,29917,1680
1/5/2017 18:30,29917,1776
1/5/2017 19:00,28256,1247
1/5/2017 19:30,28256,143
1/5/2017 20:00,27761,141
1/5/2017 20:30,27761,140
1/5/2017 21:00,26268,137
1/5/2017 21:30,26268,134
1/5/2017 22:00,24461,1239
1/5/2017 22:30,24461,1229
1/5/2017 23:00,23469,1226
1/5/2017 23:30,23469,1175
1/6/2017 0:00,23872,130
1/6/2017 0:30,23872,129
1/6/2017 1:00,23568,127
1/6/2017 1:30,23568,126
1/6/2017 2:00,23165,126
1/6/2017 2:30,23165,126
1/6/2017 3:00,23430,125
1/6/2017 3:30,23430,125
1/6/2017 4:00,23579,125
1/6/2017 4:30,23579,125
1/6/2017 5:00,23774,125
1/6/2017 5:30,23774,124
1/6/2017 6:00,24270,959
1/6/2017 6:30,24270,960
1/6/2017 7:00,25719,1093
1/6/2017 7:30,25719,965
1/6/2017 8:00,26970,999
1/6/2017 8:30,26970,1055
1/6/2017 9:00,28928,1004
1/6/2017 9:30,28928,1183
1/6/2017 10:00,29243,1206
1/6/2017 10:30,29243,1142
1/6/2017 11:00,27080,1177
1/6/2017 11:30,27080,1120
1/6/2017 12:00,27363,129
1/6/2017 12:30,27363,130
1/6/2017 13:00,28408,965
1/6/2017 13:30,28408,1054
1/6/2017 14:00,29516,1100
1/6/2017 14:30,29516,1142
1/6/2017 15:00,29791,140
1/6/2017 15:30,29791,142
1/6/2017 16:00,31482,1154
1/6/2017 16:30,31482,1780
1/6/2017 17:00,33600,1785
1/6/2017 17:30,33600,1789
1/6/2017 18:00,29917,1680
1/6/2017 18:30,29917,1776
1/6/2017 19:00,28256,1247
1/6/2017 19:30,28256,143
1/6/2017 20:00,27761,141
1/6/2017 20:30,27761,140
1/6/2017 21:00,26268,137
1/6/2017 21:30,26268,134
1/6/2017 22:00,24461,1239
1/6/2017 22:30,24461,1229
1/6/2017 23:00,23469,1226
1/6/2017 23:30,23469,1175
1/7/2017 0:00,23872,130
1/7/2017 0:30,23872,129
1/7/2017 1:00,23568,127
1/7/2017 1:30,23568,126
1/7/2017 2:00,23165,126
1/7/2017 2:30,23165,126
1/7/2017 3:00,23430,125
1/7/2017 3:30,23430,125
1/7/2017 4:00,23579,125
1/7/2017 4:30,23579,125
1/7/2017 5:00,23774,125
1/7/2017 5:30,23774,124
1/7/2017 6:00,24270,959
1/7/2017 6:30,24270,960
1/7/2017 7:00,25719,1093
1/7/2017 7:30,25719,965
1/7/2017 8:00,26970,999
1/7/2017 8:30,26970,1055
1/7/2017 9:00,28928,1004
1/7/2017 9:30,28928,1183
1/7/2017 10:00,29243,1206
1/7/2017 10:30,29243,1142
1/7/2017 11:00,27080,1177
1/7/2017 11:30,27080,1120
1/7/2017 12:00,27363,129
1/7/2017 12:30,27363,130
1/7/2017 13:00,28408,965
1/7/2017 13:30,28408,1054
1/7/2017 14:00,29516,1100
1/7/2017 14:30,29516,1142
1/7/2017 15:00,29791,140
1/7/2017 15:30,29791,142
1/7/2017 16:00,31482,1154
1/7/2017 16:30,31482,1780
1/7/2017 17:00,33600,1785
1/7/2017 17:30,33600,1789
1/7/2017 18:00,29917,1680
1/7/2017 18:30,29917,1776
1/7/2017 19:00,28256,1247
1/7/2017 19:30,28256,143
1/7/2017 20:00,27761,141
1/7/2017 20:30,27761,140
1/7/2017 21:00,26268,137
1/7/2017 21:30,26268,134
1/7/2017 22:00,24461,1239
1/7/2017 22:30,24461,1229
1/7/2017 23:00,23469,1226
1/7/2017 23:30,23469,1175
1/8/2017 0:00,23872,130
1/8/2017 0:30,23872,129
1/8/2017 1:00,23568,127
1/8/2017 1:30,23568,126
1/8/2017 2:00,23165,126
1/8/2017 2:30,23165,126
1/8/2017 3:00,23430,125
1/8/2017 3:30,23430,125
1/8/2017 4:00,23579,125
1/8/2017 4:30,23579,125
1/8/2017 5:00,23774,125
1/8/2017 5:30,23774,124
1/8/2017 6:00,24270,959
1/8/2017 6:30,24270,960
1/8/2017 7:00,25719,1093
1/8/2017 7:30,25719,965
1/8/2017 8:00,26970,999
1/8/2017 8:30,26970,1055
1/8/2017 9:00,28928,1004
1/8/2017 9:30,28928,1183
1/8/2017 10:00,29243,1206
1/8/2017 10:30,29243,1142
1/8/2017 11:00,27080,1177
1/8/2017 11:30,27080,1120
1/8/2017 12:00,27363,129
1/8/2017 12:30,27363,130
1/8/2017 13:00,28408,965
1/8/2017 13:30,28408,1054
1/8/2017 14:00,29516,1100
1/8/2017 14:30,29516,1142
1/8/2017 15:00,29791,140
1/8/2017 15:30,29791,142
1/8/2017 16:00,31482,1154
1/8/2017 16:30,31482,1780
1/8/2017 17:00,33600,1785
1/8/2017 17:30,33600,1789
1/8/2017 18:00,29917,1680
1/8/2017 18:30,29917,1776
1/8/2017 19:00,28256,1247
1/8/2017 19:30,28256,143
1/8/2017 20:00,27761,141
1/8/2017 20:30,27761,140
1/8/2017 21:00,26268,137
1/8/2017 21:30,26268,134
1/8/2017 22:00,24461,1239
1/8/2017 22:30,24461,1229
1/8/2017 23:00,23469,1226
1/8/2017 23:30,23469,1175
1/9/2017 0:00,23872,130
1/9/2017 0:30,23872,129
1/9/2017 1:00,23568,127
1/9/2017 1:30,23568,126
1/9/2017 2:00,23165,126
1/9/2017 2:30,23165,126
1/9/2017 3:00,23430,125
1/9/2017 3:30,23430,125
1/9/2017 4:00,23579,125
1/9/2017 4:30,23579,125
1/9/2017 5:00,23774,125
1/9/2017 5:30,23774,124
1/9/2017 6:00,24270,959
1/9/2017 6:30,24270,960
1/9/2017 7:00,25719,1093
1/9/2017 7:30,25719,965
1/9/2017 8:00,26970,999
1/9/2017 8:30,26970,1055
1/9/2017 9:00,28928,1004
1/9/2017 9:30,28928,1183
1/9/2017 10:00,29243,1206
1/9/2017 10:30,29243,1142
1/9/2017 11:00,27080,1177
1/9/2017 11:30,27080,1120
1/9/2017 12:00,27363,129
1/9/2017 12:30,27363,130
1/9/2017 13:00,28408,965
1/9/2017 13:30,28408,1054
1/9/2017 14:00,29516,1100
1/9/2017 14:30,29516,1142
1/9/2017 15:00,29791,140
1/9/2017 15:30,29791,142
1/9/2017 16:00,31482,1154
1/9/2017 16:30,31482,1780
1/9/2017 17:00,33600,1785
1/9/2017 17:30,33600,1789
1/9/2017 18:00,29917,1680
1/9/2017 18:30,29917,1776
1/9/2017 19:00,28256,1247
1/9/2017 19:30,28256,143
1/9/2017 20:00,27761,141
1/9/2017 20:30,27761,140
1/9/2017 21:00,26268,137
1/9/2017 21:30,26268,134
1/9/2017 22:00,24461,1239
1/9/2017 22:30,24461,1229
1/9/2017 23:00,23469,1226
1/9/2017 23:30,23469,1175
1/10/2017 0:00,23872,130
1/10/2017 0:30,23872,129
1/10/2017 1:00,23568,127
1/10/2017 1:30,23568,126
1/10/2017 2:00,23165,126
1/10/2017 2:30,23165,126
1/10/2017 3:00,23430,125
1/10/2017 3:30,23430,125
1/10/2017 4:00,23579,125
1/10/2017 4:30,23579,125
1/10/2017 5:00,23774,125
1/10/2017 5:30,23774,124
1/10/2017 6:00,24270,959
1/10/2017 6:30,24270,960
1/10/2017 7:00,25719,1093
1/10/2017 7:30,25719,965
1/10/2017 8:00,26970,999
1/10/2017 8:30,26970,1055
1/10/2017 9:00,28928,1004
1/10/2017 9:30,28928,1183
1/10/2017 10:00,29243,1206
1/10/2017 10:30,29243,1142
1/10/2017 11:00,27080,1177
1/10/2017 11:30,27080,1120
1/10/2017 12:00,27363,129
1/10/2017 12:30,27363,130
1/10/2017 13:00,28408,965
1/10/2017 13:30,28408,1054
1/10/2017 14:00,29516,1100
1/10/2017 14:30,29516,1142
1/10/2017 15:00,29791,140
1/10/2017 15:30,29791,142
1/10/2017 16:00,31482,1154
1/10/2017 16:30,31482,1780
1/10/2017 17:00,33600,1785
1/10/2017 17:30,33600,1789
1/10/2017 18:00,29917,1680
1/10/2017 18:30,29917,1776
1/10/2017 19:00,28256,1247
1/10/2017 19:30,28256,143
1/10/2017 20:00,27761,141
1/10/2017 20:30,27761,140
1/10/2017 21:00,26268,137
1/10/2017 21:30,26268,134
1/10/2017 22:00,24461,1239
1/10/2017 22:30,24461,1229
1/10/2017 23:00,23469,1226
1/10/2017 23:30,23469,1175
1/11/2017 0:00,23872,130
1/11/2017 0:30,23872,129
1/11/2017 1:00,23568,127
1/11/2017 1:30,23568,126
1/11/2017 2:00,23165,126
1/11/2017 2:30,23165,126
1/11/2017 3:00,23430,125
1/11/2017 3:30,23430,125
1/11/2017 4:00,23579,125
1/11/2017 4:30,23579,125
1/11/2017 5:00,23774,125
1/11/2017 5:30,23774,124
1/11/2017 6:00,24270,959
1/11/2017 6:30,24270,960
1/11/2017 7:00,25719,1093
1/11/2017 7:30,25719,965
1/11/2017 8:00,26970,999
1/11/2017 8:30,26970,1055
1/11/2017 9:00,28928,1004
1/11/2017 9:30,28928,1183
1/11/2017 10:00,29243,1206
1/11/2017 10:30,29243,1142
1/11/2017 11:00,27080,1177
1/11/2017 11:30,27080,1120
1/11/2017 12:00,27363,129
1/11/2017 12:30,27363,130
1/11/2017 13:00,28408,965
1/11/2017 13:30,28408,1054
1/11/2017 14:00,29516,1100
1/11/2017 14:30,29516,1142
1/11/2017 15:00,29791,140
1/11/2017 15:30,29791,142
1/11/2017 16:00,31482,1154
1/11/2017 16:30,31482,1780
1/11/2017 17:00,33600,1785
1/11/2017 17:30,33600,1789
1/11/2017 18:00,29917,1680
1/11/2017 18:30,29917,1776
1/11/2017 19:00,28256,1247
1/11/2017 19:30,28256,143
1/11/2017 20:00,27761,141
1/11/2017 20:30,27761,140
1/11/2017 21:00,26268,137
1/11/2017 21:30,26268,134
1/11/2017 22:00,24461,1239
1/11/2017 22:30,24461,1229
1/11/2017 23:00,23469,1226
1/11/2017 23:30,23469,1175
1/12/2017 0:00,23872,130
1/12/2017 0:30,23872,129
1/12/2017 1:00,23568,127
1/12/2017 1:30,23568,126
1/12/2017 2:00,23165,126
1/12/2017 2:30,23165,126
1/12/2017 3:00,23430,125
1/12/2017 3:30,23430,125
1/12/2017 4:00,23579,125
1/12/2017 4:30,23579,125
1/12/2017 5:00,23774,125
1/12/2017 5:30,23774,124
1/12/2017 6:00,24270,959
1/12/2017 6:30,24270,960
1/12/2017 7:00,25719,1093
1/12/2017 7:30,25719,965
1/12/2017 8:00,26970,999
1/12/2017 8:30,26970,1055
1/12/2017 9:00,28928,1004
1/12/2017 9:30,28928,1183
1/12/2017 10:00,29243,1206
1/12/2017 10:30,29243,1142
1/12/2017 11:00,27080,1177
1/12/2017 11:30,27080,1120
1/12/2017 12:00,27363,129
1/12/2017 12:30,27363,130
1/12/2017 13:00,28408,965
1/12/2017 13:30,28408,1054
1/12/2017 14:00,29516,1100
1/12/2017 14:30,29516,1142
1/12/2017 15:00,29791,140
1/12/2017 15:30,29791,142
1/12/2017 16:00,31482,1154
1/12/2017 16:30,31482,1780
1/12/2017 17:00,33600,1785
1/12/2017 17:30,33600,1789
1/12/2017 18:00,29917,1680
1/12/2017 18:30,29917,1776
1/12/2017 19:00,28256,1247
1/12/2017 19:30,28256,143
1/12/2017 20:00,27761,141
1/12/2017 20:30,27761,140
1/12/2017 21:00,26268,137
1/12/2017 21:30,26268,134
1/12/2017 22:00,24461,1239
1/12/2017 22:30,24461,1229
1/12/2017 23:00,23469,1226
1/12/2017 23:30,23469,1175
01/13/2017 00:00:00,23872,130
01/13/2017 00:30:00,23872,129
