Temperature,Wind Speed,Visibility,Cloud Cover
26.1,9.1,14.7,88.4
26.0,11.1,7.9,86.6
25.0,9.3,6.0,88.4
23.0,9.2,6.0,50.0
23.0,7.5,4.1,50.0
22.0,5.3,4.1,50.0
22.4,3.6,12.4,71.0
22.0,5.3,4.1,50.0
22.0,5.4,3.1,50.0
22.0,7.5,3.1,50.0
22.0,7.5,3.1,50.0
22.0,7.4,3.1,50.0
21.9,5.3,12.0,71.0
22.0,5.3,3.1,50.0
22.0,5.4,3.1,50.0
21.0,5.4,3.1,50.0
21.0,1.8,2.1,50.0
22.0,1.8,2.1,50.0
21.5,1.9,3.1,76.3
21.0,1.9,1.1,50.0
21.0,1.9,1.1,88.4
22.0,3.6,0.2,86.6
22.0,5.3,0.1,88.4
22.0,5.2,0.2,86.6
21.7,5.2,2.2,93.7
21.0,5.3,0.2,86.6
22.0,7.4,0.1,88.4
21.0,5.2,0.2,86.6
22.0,5.3,0.1,46.6
21.0,7.3,0.2,98.2
21.4,1.9,1.1,99.2
22.0,3.6,1.1,98.2
22.1,1.8,1.1,88.4
22.1,3.7,1.1,88.0
22.1,3.6,2.1,89.1
23.1,3.7,2.1,88.0
23.9,3.6,12.0,94.3
25.1,5.5,5.0,88.0
25.1,7.6,6.0,50.6
26.1,9.4,7.0,51.4
26.0,9.4,8.0,50.6
26.1,9.5,7.9,51.4
26.1,8.3,14.3,71.7
26.0,11.2,9.9,51.4
27.0,9.4,9.9,50.6
27.0,7.6,9.9,51.4
27.0,9.4,9.9,50.0
26.0,9.4,9.9,50.0
25.7,6.4,14.3,88.8
25.0,5.6,8.0,50.0
25.0,5.5,7.0,1.6
25.0,5.6,7.0,50.0
24.0,5.5,5.1,1.6
24.0,5.5,5.1,88.0
24.2,5.5,12.9,89.9
24.0,3.7,5.0,88.0
24.0,1.9,5.0,2.7
24.0,1.9,5.0,88.0
23.0,1.8,5.0,2.7
23.0,3.6,4.1,51.4
23.1,9.2,12.0,71.7
23.0,7.4,3.1,51.4
23.0,7.5,3.0,50.6
23.0,5.3,3.1,51.4
22.0,3.6,3.0,50.6
22.0,3.5,3.1,51.4
22.4,3.6,11.5,76.9
22.0,3.6,2.1,51.4
22.0,3.6,2.1,50.6
22.0,3.6,2.1,51.4
22.0,3.6,2.1,50.6
22.0,3.6,2.1,51.4
22.3,3.6,1.5,76.9
22.0,3.5,0.2,51.4
22.0,3.5,0.1,50.6
22.0,3.5,0.2,99.6
22.0,3.6,0.1,47.3
22.0,3.6,0.1,99.6
22.4,3.7,4.7,71.7
23.0,3.6,2.1,51.4
27.0,5.4,4.0,88.0
25.1,3.7,5.0,88.0
29.0,3.7,5.0,2.7
29.9,5.5,6.9,88.0
30.8,8.0,13.8,89.9
29.0,16.4,7.0,88.0
31.0,11.2,8.0,2.7
32.9,9.5,9.9,88.0
32.0,11.2,9.9,88.4
31.9,11.4,9.9,86.6
32.3,11.1,15.2,88.4
32.8,7.9,9.9,50.0
33.9,7.7,9.9,1.6
33.7,7.8,9.9,50.0
33.9,7.6,9.9,1.6
32.7,7.7,9.9,50.0
32.5,7.7,15.2,71.0
30.8,9.4,9.9,86.6
29.9,5.4,9.9,88.4
29.8,3.7,9.9,86.6
28.9,3.7,7.0,88.4
27.8,3.7,7.0,86.6
27.3,3.7,13.4,41.1
26.8,1.9,7.0,50.0
27.0,1.9,7.0,50.0
26.8,2.0,7.0,50.0
26.0,7.5,6.0,50.0
25.9,7.6,6.0,50.0
25.6,7.1,13.8,23.7
24.9,7.4,6.0,50.0
24.0,7.5,6.0,50.0
24.0,7.4,6.0,50.0
24.0,11.0,7.0,50.0
23.9,12.6,6.0,50.0
23.8,7.1,13.4,23.7
23.0,9.1,6.0,50.0
23.0,7.5,6.0,49.6
23.0,5.2,4.1,49.1
23.0,5.3,4.0,49.6
23.0,5.3,4.1,49.1
22.6,5.3,12.4,23.3
22.0,5.3,4.1,49.1
22.0,1.8,4.0,49.6
22.0,3.5,4.1,49.1
22.0,5.3,0.1,46.2
22.0,3.5,0.2,97.3
22.1,5.4,4.3,99.2
22.1,10.9,0.2,98.2
22.1,7.5,0.1,46.6
22.1,7.5,0.2,98.2
22.1,7.5,1.1,46.6
22.1,7.5,1.2,86.6
23.4,7.4,11.1,93.7
24.1,7.6,4.1,50.0
25.0,7.6,6.0,50.0
25.0,5.7,7.0,25.9
26.0,5.5,7.0,28.0
27.0,7.8,8.0,50.0
28.8,7.5,15.2,71.0
28.9,7.8,9.9,50.0
29.0,9.4,9.9,28.0
28.9,9.3,9.9,50.0
27.9,9.200000000000001,11.666666666666666,53.2
26.9,9.1,13.433333333333334,56.4
25.9,9.0,15.2,59.6
26.0,9.3,9.9,25.9
25.0,9.3,9.9,28.0
24.0,7.4,8.0,25.9
24.0,7.5,7.0,28.0
24.0,5.3,6.0,25.9
23.4,5.3,13.4,59.6
23.0,3.6,6.0,50.0
23.0,3.6,6.0,50.0
23.0,3.7,6.0,50.0
22.0,1.9,5.0,50.0
22.0,3.7,4.1,50.0
22.5,5.4,12.0,71.0
22.0,3.5,1.2,50.0
22.0,3.6,1.1,88.4
22.0,3.5,0.2,86.6
22.0,7.5,0.1,88.4
22.0,10.8,0.2,86.6
22.4,9.0,2.2,93.7
23.0,7.4,0.2,86.6
23.0,3.7,0.1,88.4
23.0,3.5,0.2,86.6
23.0,3.6,0.1,88.4
23.0,3.6,0.2,86.6
22.9,3.6,1.1,93.7
23.0,3.5,0.1,86.6
23.0,1.8,0.1,88.4
23.0,3.5,0.1,86.6
23.0,3.5,0.1,89.1
23.0,3.5,0.1,88.0
23.0,5.4,0.6,94.3
23.0,3.6,0.1,88.0
23.0,3.6,0.0,47.3
23.0,3.7,1.0,99.6
24.1,1.9,1.0,47.3
25.1,3.7,3.0,51.4
26.6,7.4,13.3,57.5
27.0,9.4,7.9,88.0
28.0,9.4,9.9,89.1
28.0,9.5,9.8,88.0
29.0,9.4,9.9,89.1
29.0,9.5,9.9,88.0
28.6,8.3,15.2,62.8
29.0,11.2,9.9,51.4
29.0,9.5,9.9,50.6
29.9,7.9,9.9,51.4
30.0,7.7,10.0,50.0
28.9,7.7,9.9,50.0
29.0,8.3,15.2,67.4
27.9,7.8,7.0,86.6
27.0,7.7,7.0,88.4
27.8,3.9,7.0,86.6
27.0,3.7,7.0,88.4
25.9,3.7,5.1,88.0
25.4,3.6,12.9,89.1
25.0,3.7,5.0,88.0
25.0,5.4,5.0,89.1
24.9,5.4,5.0,88.0
25.0,5.4,5.0,89.1
24.0,5.3,5.0,88.0
24.7,5.3,12.4,89.1
24.0,5.3,4.1,88.0
24.0,5.3,4.0,89.1
24.0,5.2,4.1,88.0
24.0,1.8,3.1,50.6
24.0,7.5,4.1,51.4
23.9,9.1,4.0,71.7
24.0,5.3,3.1,51.4
24.0,3.6,3.0,50.6
23.0,0.1,2.1,51.4
23.0,0.0,2.1,50.6
23.0,1.7,2.1,51.4
22.8,3.5,3.1,71.7
23.0,3.5,2.1,51.4
23.0,5.3,5.0,24.4
22.0,1.8,2.1,51.4
22.0,1.8,2.1,50.6
22.0,1.9,2.1,51.4
23.5,1.9,2.5,71.7
24.9,3.7,4.9,51.4
28.0,1.8,6.9,50.6
27.0,16.2,5.0,88.0
26.1,14.6,4.0,89.1
26.1,11.0,5.0,51.4
28.6,6.4,12.9,89.9
29.0,7.8,7.0,88.0
29.0,9.4,8.0,2.7
29.9,7.8,8.0,88.0
31.0,5.5,8.0,2.7
31.8,7.8,9.9,88.0
32.4,7.5,15.2,89.9
33.8,9.6,9.9,88.0
33.9,16.6,9.9,1.6
33.8,11.4,9.9,50.0
32.9,9.5,9.9,1.6
32.8,9.6,9.9,50.0
32.8,7.2,15.2,88.8
30.8,9.4,9.9,50.0
29.9,9.4,9.9,1.6
28.8,7.7,9.9,50.0
28.0,3.7,9.9,2.7
27.8,3.7,9.9,88.0
27.4,3.6,15.2,2.7
26.9,3.7,9.9,88.0
27.0,7.5,7.0,2.7
26.9,5.4,7.0,88.0
26.0,5.4,5.0,28.7
25.0,3.6,6.0,27.2
24.9,3.7,13.4,12.9
24.9,3.6,6.0,88.0
25.0,3.5,6.0,2.7
24.9,3.5,6.0,51.4
24.0,3.6,5.0,50.6
23.9,7.4,5.0,51.4
24.1,8.1,12.9,24.4
24.0,11.0,6.0,88.0
24.0,9.3,6.0,2.7
23.0,7.3,6.0,88.0
23.0,9.3,5.0,50.6
23.0,9.2,4.0,51.4
23.1,6.2,3.6,76.9
23.0,5.2,3.1,88.0
23.0,3.6,2.1,89.1
23.0,3.5,1.1,88.0
23.0,3.5,0.1,89.1
23.0,3.5,1.1,88.0
23.0,3.6,1.6,94.3
23.0,3.6,1.2,88.0
23.1,5.3,1.1,88.4
24.1,5.3,1.2,86.6
24.1,5.4,2.1,88.4
24.1,3.6,3.1,86.6
25.0,3.7,12.0,93.7
25.1,3.7,3.1,86.6
26.1,5.4,4.1,88.4
26.1,9.4,5.1,86.6
27.1,7.6,6.0,89.1
28.0,7.6,6.0,88.0
27.2,9.0,13.8,94.3
28.0,12.8,8.0,88.0
27.1,9.4,8.0,89.1
27.1,11.2,8.9,88.0
27.0,9.4,8.0,89.1
27.0,9.4,8.0,88.0
27.1,7.4,13.8,89.1
26.0,5.5,7.0,88.0
26.0,5.5,6.0,50.6
26.0,7.5,6.0,50.0
25.0,5.4,5.0,50.0
24.0,5.3,5.0,50.0
24.3,5.4,12.9,71.0
24.0,2.0,5.0,50.0
24.1,1.8,5.0,50.0
24.05,1.85,4.5,50.0
24.0,1.9,4.0,50.0
24.0,1.9,5.0,50.0
23.7,1.9,12.9,71.0
23.0,5.3,3.1,50.0
23.0,5.4,4.0,50.0
24.0,9.1,4.1,50.0
23.0,11.0,3.1,50.0
23.0,9.1,3.1,50.0
23.4,1.8,12.0,76.3
23.0,7.3,2.1,50.0
24.0,7.6,2.0,50.0
24.0,10.8,2.1,50.0
24.0,0.0,6.0,50.0
23.0,7.5,1.2,50.0
23.6,7.6,2.1,98.4
23.0,1.8,6.0,50.0
23.0,0.1,1.1,46.6
23.9,1.9,1.1,98.2
23.9,3.5,0.2,98.2
24.0,5.3,0.1,98.2
24.0,5.3,1.1,98.2
24.0,9.0,1.1,98.2
23.1,7.4,1.2,98.2
24.1,7.4,1.2,98.2
24.1,7.4,1.2,86.6
24.0,7.6,2.0,88.0
24.1,7.7,2.1,88.4
24.1,5.9,4.1,50.0
25.1,3.8,6.0,88.4
27.0,2.3,6.0,86.6
29.0,2.0,6.0,88.4
28.9,9.6,7.0,86.6
29.9,8.2,13.8,41.1
29.9,14.4,7.0,86.6
30.0,11.2,9.9,50.0
29.9,13.0,9.9,50.0
29.0,14.7,9.9,50.0
28.0,12.8,9.9,50.0
27.0,12.8,9.9,88.4
26.0,9.4,9.9,86.6
25.0,11.1,9.9,88.4
25.0,7.5,9.9,86.6
24.0,41.5,8.0,89.1
25.0,5.3,7.9,88.0
25.1,3.6,14.3,94.3
25.0,3.7,7.9,88.0
25.0,3.7,7.9,88.0
25.0,7.6,7.9,88.0
25.0,9.5,8.0,89.1
24.9,7.8,7.9,88.0
24.6,7.8,14.3,89.1
25.0,3.9,7.9,88.0
24.0,3.7,7.9,89.1
25.0,4.1,7.9,88.0
24.0,9.4,7.9,88.4
25.0,5.3,7.9,86.6
24.6,7.6,14.3,88.4
24.0,11.2,6.9,86.6
24.0,11.2,7.0,88.4
25.0,9.4,6.9,86.6
25.0,9.4,7.0,88.4
24.9,10.9,6.9,86.6
24.2,7.8,13.3,93.7
24.0,9.2,6.0,86.6
24.0,9.2,6.0,88.4
24.0,9.1,6.0,86.6
24.0,11.0,5.0,88.4
24.0,11.0,5.0,86.6
24.3,6.3,12.9,94.3
25.0,10.9,4.9,88.0
25.0,14.6,5.0,89.1
25.1,10.9,5.0,88.0
25.0,11.1,5.0,89.1
25.0,14.4,5.0,88.0
23.8,7.2,7.6,94.3
28.0,14.8,6.0,88.0
24.1,11.2,2.1,89.1
23.2,14.8,2.1,88.0
23.1,13.1,2.1,89.1
23.1,13.4,2.1,88.0
22.7,14.5,6.7,94.3
22.1,20.6,4.1,88.0
22.1,16.7,4.1,89.1
22.2,16.8,4.1,88.0
21.1,14.9,3.1,89.1
21.1,15.2,3.1,88.0
20.9,13.6,6.3,94.3
20.1,20.6,2.2,88.0
20.1,20.4,2.1,89.1
20.1,18.5,2.2,88.0
20.1,16.6,2.1,89.1
19.2,18.6,3.2,88.0
19.7,14.4,6.8,94.3
20.1,16.7,3.2,88.0
19.1,16.6,3.1,89.1
19.1,16.4,4.1,88.0
19.1,14.8,4.1,89.1
19.0,16.6,4.1,88.0
19.1,11.6,6.8,94.3
19.1,13.149999999999999,4.95,91.69999999999999
19.1,14.7,3.1,89.1
19.1,12.9,3.2,88.0
19.1,14.7,2.1,89.1
19.1,12.9,2.2,88.0
18.9,10.7,6.3,94.3
19.1,12.8,2.2,88.0
19.1,14.6,2.1,89.1
18.1,14.5,3.2,88.0
18.1,16.5,3.1,89.1
19.1,11.0,3.2,88.0
18.2,8.0,7.2,94.3
18.1,12.6,4.1,88.0
19.1,12.8,4.1,89.1
18.1,12.6,5.1,88.0
19.1,12.8,5.1,89.1
19.1,9.2,4.2,88.0
18.9,11.5,12.0,94.3
18.1,16.0,3.2,88.0
18.1,18.2,2.1,89.1
19.1,20.0,3.2,88.0
19.1,18.2,3.1,89.1
19.1,20.2,2.3,88.0
19.4,17.1,5.3,94.3
19.1,20.3,1.3,88.0
19.1,22.0,1.2,89.1
19.1,22.1,1.3,88.0
19.1,22.3,2.1,89.1
19.1,24.1,2.3,88.0
18.6,12.5,6.3,94.3
19.1,15.0,1.3,88.0
19.1,16.7,1.2,89.1
18.1,15.2,1.3,88.0
18.1,14.9,1.2,89.1
18.1,16.7,1.3,88.0
18.0,11.4,5.9,94.3
18.1,13.3,1.3,88.0
18.1,13.1,1.2,89.1
18.1,9.6,2.3,88.0
18.1,11.2,2.1,89.1
18.1,11.2,4.2,88.0
17.2,7.6,8.2,94.3
18.1,5.3,7.1,88.0
18.1,5.4,8.0,89.1
18.1,5.5,8.1,88.0
18.1,5.4,8.0,89.1
18.0,5.5,8.1,88.0
17.9,3.8,9.1,94.3
18.1,7.6,8.1,88.0
17.1,11.2,5.1,89.1
17.1,12.6,5.1,88.0
18.0,14.6,6.0,89.1
18.0,12.6,6.1,88.0
17.6,7.1,8.6,94.3
17.1,11.0,7.0,88.0
18.0,11.1,8.0,89.1
17.1,11.0,8.0,88.0
17.1,12.8,8.0,89.1
17.1,11.0,5.1,88.0
17.1,12.6,6.8,94.3
17.1,9.2,6.1,88.0
17.1,7.5,8.0,89.1
17.1,5.3,5.2,88.0
17.1,7.5,3.1,89.1
17.1,5.2,3.2,88.0
17.2,7.4,7.3,94.3
18.1,7.4,4.2,88.0
18.1,7.5,5.3,89.1
18.1,10.8,10.0,88.0
20.1,11.0,10.0,89.1
20.0,12.7,10.0,88.0
20.1,8.7,14.3,89.1
21.0,10.9,8.1,88.0
21.0,12.9,10.0,89.1
21.0,12.9,10.0,88.0
21.0,12.9,10.0,89.1
22.0,13.0,10.0,88.0
20.8,10.7,15.3,89.1
21.1,13.1,10.0,88.0
20.0,13.1,10.0,89.1
20.0,13.3,9.9,88.0
20.0,9.5,10.0,89.1
20.0,11.5,8.0,88.0
19.3,8.4,12.5,94.3
19.0,9.7,1.2,88.0
18.1,11.3,1.1,89.1
18.1,13.1,1.2,88.0
18.1,11.2,1.1,89.1
18.1,11.0,2.2,88.0
17.9,7.1,6.7,94.3
18.1,10.8,3.1,88.0
18.1,12.8,3.1,89.1
18.1,10.8,3.1,88.0
18.1,12.8,3.1,89.1
18.1,12.6,3.1,88.0
17.8,14.4,6.7,94.3
18.1,12.6,3.1,88.0
18.1,11.0,3.1,89.1
18.1,11.0,2.2,88.0
18.1,11.1,2.1,89.1
18.1,11.0,2.2,88.0
17.8,7.9,6.3,94.3
18.0,12.6,2.2,88.0
18.1,12.8,2.1,89.1
18.1,11.0,3.1,88.0
18.0,11.1,3.1,89.1
18.1,11.1,3.1,88.0
17.8,6.3,6.7,94.3
18.0,9.3,3.1,88.0
18.0,12.9,3.1,89.1
17.1,16.4,3.1,88.0
17.1,14.7,2.1,89.1
18.0,12.8,2.2,88.0
17.1,6.3,6.3,94.3
17.1,9.2,2.2,88.0
18.0,7.6,2.1,89.1
18.1,7.6,2.3,88.0
18.1,9.3,2.1,89.1
18.1,12.8,2.2,88.0
18.1,9.1,6.3,94.3
18.1,12.8,1.2,88.0
18.1,12.9,2.1,89.1
18.1,11.1,1.2,88.0
18.0,11.1,1.1,89.1
18.0,11.0,1.1,88.0
18.7,7.1,6.3,94.3
18.1,14.6,2.1,88.0
18.1,11.2,2.1,89.1
18.1,11.3,2.1,88.0
18.1,12.9,2.1,89.1
18.1,12.8,1.2,88.0
18.1,7.2,5.8,94.3
18.0,9.4,1.2,88.0
18.0,11.1,1.1,89.1
18.0,11.2,1.1,88.0
24.0,9.4,2.1,89.1
18.0,7.6,2.1,88.0
17.9,7.8,6.3,94.3
18.0,7.7,2.1,88.0
18.0,7.6,2.1,89.1
18.0,7.5,2.1,88.0
18.0,5.4,3.0,89.1
18.0,3.8,3.0,88.0
17.8,3.6,6.7,94.3
18.0,3.7,5.0,88.0
18.0,7.5,5.0,89.1
18.0,3.5,2.1,88.0
18.0,3.6,3.0,89.1
18.0,7.4,6.0,88.0
17.9,0.0,9.8,99.6
18.0,3.5,7.9,88.0
18.0,1.8,8.0,89.1
18.0,1.7,7.9,88.0
18.0,3.6,6.0,88.4
18.0,3.6,6.0,86.6
17.9,1.8,9.8,98.4
20.0,1.8,5.0,50.0
18.0,3.5,4.0,88.4
18.0,3.5,5.0,86.6
18.0,3.6,2.0,89.1
18.0,3.7,2.1,88.0
18.1,3.7,11.5,94.3
19.0,3.7,3.0,88.0
19.0,3.7,4.0,89.1
20.0,2.0,4.0,88.0
20.0,3.6,5.0,89.1
20.0,5.3,5.9,88.0
20.7,4.4,14.2,94.3
21.9,5.3,9.8,88.0
22.0,5.4,9.9,89.1
23.0,7.4,9.8,88.0
22.0,7.5,7.9,89.1
21.0,9.1,6.0,88.0
21.3,4.4,13.3,94.3
22.0,5.3,6.9,88.0
22.0,7.5,7.9,89.1
21.0,9.1,7.9,88.0
22.0,9.2,7.9,89.1
22.0,7.4,7.9,88.0
21.7,7.6,14.3,94.3
22.0,7.6,7.9,88.0
22.0,12.9,7.9,89.1
22.0,12.7,7.9,88.0
22.0,9.3,7.0,89.1
22.0,7.4,6.9,88.0
21.5,7.3,13.8,94.3
22.0,7.4,6.9,88.0
21.0,7.5,7.0,89.1
21.0,5.3,7.9,88.0
22.0,3.6,7.9,89.1
21.9,3.5,9.8,88.0
21.2,1.7,15.2,94.3
21.9,1.8,9.8,88.0
21.0,3.6,9.9,89.1
21.0,3.5,6.9,88.0
21.0,3.5,6.9,89.1
21.0,1.8,6.9,88.0
20.2,1.7,13.8,94.3
21.0,1.8,6.9,88.0
21.0,3.6,5.0,89.1
21.0,0.1,4.0,88.0
20.0,1.9,4.0,89.1
20.0,3.6,3.0,88.0
20.5,3.5,11.9,94.3
21.0,0.1,3.0,88.0
20.0,5.3,3.0,41.8
20.0,7.3,3.0,88.0
20.0,7.5,2.0,89.1
20.0,5.2,1.1,88.0
20.5,5.2,5.2,94.3
21.0,3.5,3.0,88.0
21.1,1.8,3.0,89.1
23.0,1.8,5.0,88.0
24.0,3.6,6.6,89.1
25.0,9.1,9.9,88.0
25.4,6.3,15.2,89.1
25.0,7.6,7.0,88.0
27.0,9.4,9.9,2.7
27.8,13.0,9.9,88.0
28.0,14.7,9.9,2.7
27.8,16.3,9.9,88.0
26.8,12.4,15.2,99.6
27.9,18.2,9.9,88.0
28.0,20.4,9.9,2.7
26.9,18.2,9.9,88.0
27.0,18.3,9.9,1.6
25.0,18.2,9.9,88.0
25.2,12.4,15.2,88.8
24.9,16.3,9.9,50.0
24.0,18.2,9.9,1.6
23.0,16.3,9.9,88.0
22.0,12.9,9.9,2.7
22.0,11.0,9.9,88.0
22.2,9.2,15.2,99.6
22.0,7.5,9.9,88.0
22.0,5.3,9.9,2.7
22.0,3.5,9.9,88.0
22.0,3.6,9.9,2.7
22.0,7.3,7.9,88.0
21.8,7.3,14.3,89.1
22.0,3.6,7.9,88.0
22.0,1.8,8.0,89.1
21.0,1.8,7.9,88.0
21.0,3.6,5.0,89.1
21.0,3.5,3.1,88.0
20.3,1.8,12.0,94.3
20.0,1.9,2.1,88.0
20.0,3.6,2.1,89.1
20.0,1.8,2.1,51.4
20.0,1.8,2.1,50.6
19.1,1.8,2.1,51.4
19.2,1.9,3.1,71.7
19.0,3.6,2.1,51.4
19.0,5.4,2.1,50.6
20.0,9.2,2.1,50.0
20.0,7.5,1.1,46.6
20.0,5.3,1.1,98.2
20.8,5.3,4.7,88.4
21.0,5.3,2.1,50.0
22.0,5.4,4.0,50.0
22.1,5.4,6.0,50.0
24.0,5.4,8.0,88.4
25.0,7.5,8.9,86.6
25.1,5.4,14.7,88.4
26.0,9.2,8.9,86.6
27.0,9.4,9.0,88.4
28.0,7.7,8.9,50.0
28.0,9.4,9.9,50.0
28.0,11.3,9.9,50.0
28.3,11.9,15.2,88.4
28.0,13.0,9.9,86.6
28.0,13.0,9.9,88.4
28.0,14.9,9.9,86.6
28.0,13.0,9.9,88.4
27.0,14.8,9.9,86.6
26.5,8.9,15.2,88.4
26.0,11.2,9.9,86.6
25.0,7.6,9.9,88.4
24.0,7.6,6.0,50.0
24.0,5.4,8.9,88.4
23.0,5.5,7.9,86.6
23.1,5.4,14.3,88.4
22.0,5.3,7.0,86.6
22.0,5.3,7.0,88.4
22.0,5.3,6.0,86.6
22.0,3.6,4.0,88.4
22.0,7.4,4.1,86.6
21.6,7.3,12.0,88.4
22.0,10.8,3.1,86.6
21.0,7.5,3.1,88.4
21.0,7.4,4.1,86.6
22.0,5.3,4.0,88.4
22.0,5.3,4.1,86.6
21.5,3.5,12.0,71.0
21.0,3.5,2.1,50.0
21.0,3.6,2.1,50.0
22.0,3.5,2.1,50.0
22.0,5.3,2.1,50.0
22.0,3.5,2.1,86.6
22.0,3.6,3.6,94.3
22.0,3.5,2.1,88.0
22.0,3.6,2.1,89.1
22.0,3.5,2.1,88.0
22.0,1.8,2.0,89.1
22.0,3.6,1.1,88.0
22.2,3.6,5.2,94.3
23.0,3.5,3.0,86.6
23.0,3.7,3.0,88.4
23.0,3.7,3.0,86.6
23.0,7.6,4.0,88.4
23.1,7.6,4.0,86.6
24.3,3.7,13.8,75.8
26.0,3.8,7.0,50.0
27.0,3.7,7.0,50.0
27.0,3.8,7.0,50.0
27.0,5.5,8.0,50.0
27.0,9.4,8.0,50.0
27.5,6.4,14.3,76.3
28.0,9.4,8.0,50.0
27.0,11.1,8.0,50.0
27.0,9.5,8.0,50.0
28.0,9.4,8.0,50.0
27.0,11.2,8.0,50.0
25.8,6.4,13.4,98.4
26.0,7.7,6.1,50.0
26.0,11.2,6.0,50.0
25.0,11.0,7.0,50.0
24.0,7.5,6.0,50.6
24.0,5.4,6.0,51.4
23.8,5.4,13.4,76.9
23.0,5.4,6.0,51.4
25.3,5.4,5.0,39.2
23.0,5.3,5.0,51.4
23.0,3.6,5.0,50.0
23.0,3.7,5.0,50.0
22.8,3.7,12.9,93.7
24.0,7.4,5.0,86.6
24.0,9.3,5.0,88.4
23.0,5.3,3.1,86.6
22.0,3.6,2.1,88.4
22.0,3.6,2.1,86.6
22.4,3.6,11.5,93.7
21.0,1.9,2.1,50.0
22.0,0.0,1.1,50.0
22.0,5.3,1.1,86.6
22.0,1.8,1.1,88.4
22.0,1.9,2.1,86.6
22.4,3.6,11.5,93.7
22.0,3.7,2.1,86.6
22.0,3.6,3.0,88.4
22.0,3.6,3.0,50.0
22.0,3.6,2.0,88.4
23.0,1.9,2.1,50.0
22.8,2.8,5.2,76.3
23.0,3.7,2.1,51.4
23.0,1.9,3.0,50.6
24.0,5.4,4.0,51.4
25.1,7.6,4.0,50.6
25.1,5.4,4.1,51.4
24.9,5.4,12.4,76.9
26.1,7.6,5.0,88.0
26.1,9.4,5.0,89.1
28.0,14.8,7.0,88.0
26.1,5.6,5.0,89.1
27.0,5.7,5.1,88.0
27.7,4.6,13.4,89.1
28.9,5.9,6.0,88.0
29.0,9.5,6.0,89.1
28.9,11.4,6.0,88.0
29.0,11.2,6.0,88.4
26.9,13.0,6.0,50.0
25.2,7.2,13.4,93.7
25.0,7.7,7.0,86.6
25.0,5.4,7.0,88.4
25.0,2.1,7.0,86.6
25.0,3.7,6.0,88.4
25.0,1.9,7.0,86.6
24.3,1.8,13.8,88.4
25.0,1.9,7.0,86.6
24.0,1.8,7.0,88.4
23.0,5.3,5.0,50.0
24.0,7.5,5.0,50.0
23.0,3.6,5.0,50.0
22.9,1.9,12.4,71.0
23.0,9.2,4.0,50.0
23.0,5.4,4.0,50.0
23.0,5.3,3.1,50.0
22.0,3.6,2.1,50.0
22.0,1.9,2.1,50.0
22.0,7.4,11.5,76.3
22.0,3.6,2.0,50.0
22.0,1.8,1.1,50.0
22.0,0.1,1.1,50.0
22.0,3.6,1.0,50.0
22.0,1.9,1.1,50.0
22.0,1.9,2.6,76.3
22.0,3.5,1.1,50.0
22.0,3.6,1.1,50.0
21.0,1.9,1.1,50.0
21.0,1.8,1.0,46.6
21.0,1.9,0.1,98.2
22.3,1.9,0.6,99.2
22.1,5.4,0.2,98.2
23.1,7.6,1.1,46.6
23.1,7.5,2.1,86.6
25.1,5.4,3.1,88.4
27.0,5.5,4.1,86.6
26.6,3.7,12.9,88.4
29.0,3.9,6.0,50.0
29.0,7.7,6.0,50.6
29.9,7.7,6.1,51.4
30.0,9.5,7.0,50.6
29.0,11.4,9.0,51.4
29.5,11.7,15.2,71.7
29.0,11.6,9.9,51.4
29.0,7.8,10.0,89.1
29.0,6.1,9.9,88.0
30.0,5.7,10.0,89.1
29.9,4.2,9.9,88.0
29.3,4.7,15.2,89.1
28.9,7.9,9.9,88.0
28.0,9.4,10.0,89.1
26.9,7.7,8.0,51.4
27.0,1.9,7.0,50.6
25.9,7.5,8.0,51.4
25.8,5.4,14.7,89.1
25.9,11.0,8.9,88.0
26.0,7.6,9.9,89.1
25.9,1.9,9.9,88.0
25.0,3.6,9.9,89.1
25.0,7.5,7.9,88.0
25.0,11.4,14.3,89.1
24.9,19.9,7.9,88.0
25.0,20.3,7.9,89.1
24.0,18.0,7.9,88.0
24.0,16.4,9.9,89.1
24.0,12.9,9.8,88.0
23.9,7.2,15.2,89.1
24.0,7.6,10.0,88.0
24.0,7.5,9.9,89.1
23.0,5.3,9.8,88.0
23.0,7.5,9.9,50.6
23.0,5.3,9.8,51.4
23.2,4.5,15.2,71.7
24.0,3.7,9.8,51.4
24.0,3.6,9.9,89.1
23.0,3.6,5.9,88.0
23.0,3.7,4.0,50.6
24.0,5.4,5.9,51.4
24.1,6.3,13.8,71.7
26.0,12.8,6.9,51.4
27.0,12.9,7.9,50.6
28.0,11.1,8.9,51.4
29.0,7.6,8.9,50.6
30.0,3.8,9.9,51.4
30.3,5.5,15.2,71.7
30.9,7.9,9.9,51.4
31.0,7.7,9.9,50.6
30.9,11.3,9.9,88.0
31.0,7.7,9.9,89.1
31.9,11.4,9.9,88.0
31.8,11.9,15.2,89.1
30.9,13.1,9.9,88.0
32.0,14.8,9.9,89.1
31.8,14.8,9.9,88.0
31.9,14.8,9.9,89.1
30.8,13.0,9.9,88.0
30.3,8.3,15.2,89.1
27.9,5.6,7.0,88.0
27.0,16.5,5.0,89.1
25.0,16.3,3.1,88.0
25.0,9.4,5.0,89.1
24.0,7.4,7.9,88.0
24.3,7.3,14.3,89.1
25.0,7.4,7.9,88.0
